id Note1 Note2 num All.SIDM00146_CPID1310_p-value All.SIDM00146_CPID1310_fdr All.SIDM00146_CPID1310_goodsgrna All.SIDM00146_CPID1310_lfc All.SIDM00146_CPID1313_p-value All.SIDM00146_CPID1313_fdr All.SIDM00146_CPID1313_goodsgrna All.SIDM00146_CPID1313_lfc All.SIDM00146_CPID1316_p-value All.SIDM00146_CPID1316_fdr All.SIDM00146_CPID1316_goodsgrna All.SIDM00146_CPID1316_lfc
NONTARGET00577~RPS15 PositiveControls ESSENTIAL-NONTARGET 2 0.12942 0.506794 2 -1.0617 0.053346 0.319923 2 -1.324 0.23526 0.746945 2 -1.0773
NONTARGET00582~DDB1 PositiveControls ESSENTIAL-NONTARGET 2 0.068015 0.360058 2 -1.1732 0.042937 0.287461 2 -1.3146 0.087644 0.418466 2 -1.2059
NONTARGET00582~NONTARGET00859 NegativeControls NONTARGET-NONTARGET 1 0.011558 0.360163 1 0.68161 0.0093643 0.319644 1 0.74029 0.023379 0.463139 1 0.60534
NONTARGET00585~NONTARGET00147 NegativeControls NONTARGET-NONTARGET 1 0.69428 1.0 0 -0.099152 0.066129 0.908118 0 0.41329 0.6723 1.0 0 -0.12897
NONTARGET00585~RBM22 PositiveControls ESSENTIAL-NONTARGET 2 0.075009 0.377439 2 -1.3186 0.17674 0.600174 2 -0.90682 0.05754 0.331724 2 -1.445
NONTARGET00590~CCT3 PositiveControls ESSENTIAL-NONTARGET 2 0.016936 0.174179 2 -1.5251 0.013827 0.159728 2 -1.6417 0.047995 0.300674 2 -1.3121
NONTARGET00590~NONTARGET00837 NegativeControls NONTARGET-NONTARGET 1 0.76429 1.0 0 -0.049958 0.73623 1.0 0 -0.10546 0.66463 1.0 0 -0.21121
NONTARGET00595~NONTARGET00794 NegativeControls NONTARGET-NONTARGET 1 0.066877 0.927755 0 0.33197 0.14884 1.0 0 0.11058 0.59 1.0 0 -0.34443
NONTARGET00595~SF3A2 PositiveControls ESSENTIAL-NONTARGET 2 0.10343 0.449784 2 -0.94594 0.22267 0.71233 2 -0.76316 0.12728 0.508486 2 -0.87557
NONTARGET00601~NONTARGET00034 NegativeControls NONTARGET-NONTARGET 1 0.061328 0.897482 0 0.30748 0.08023 0.983261 0 0.2561 0.084555 0.974772 0 0.26856
NONTARGET00601~RPL35 PositiveControls ESSENTIAL-NONTARGET 2 0.64722 1.0 1 -0.49869 0.26386 0.80255 2 -0.72625 0.3511 0.960703 2 -0.5865
NONTARGET00628~NONTARGET00046 NegativeControls NONTARGET-NONTARGET 1 0.061207 0.897473 0 0.28109 0.064888 0.898195 0 0.27772 0.047351 0.716921 1 0.36653
NONTARGET00628~RPS13 PositiveControls ESSENTIAL-NONTARGET 2 0.12951 0.507028 2 -1.1595 0.083555 0.403517 2 -1.4608 0.31693 0.906071 2 -1.0061
NONTARGET00633~GAR1 PositiveControls ESSENTIAL-NONTARGET 2 0.71041 1.0 1 -0.37266 0.75393 1.0 0 -0.37606 0.3453 0.952633 2 -0.88505
NONTARGET00633~NONTARGET00773 NegativeControls NONTARGET-NONTARGET 1 0.028968 0.590521 1 0.55359 0.084579 1.0 0 0.30181 0.031238 0.530763 1 0.58946
NONTARGET00635~NONTARGET00683 NegativeControls NONTARGET-NONTARGET 1 0.64147 1.0 0 -0.2522 0.79532 1.0 0 -0.0033865 0.76096 1.0 0 -0.051204
NONTARGET00635~PSMA1 PositiveControls ESSENTIAL-NONTARGET 2 0.010113 0.131859 2 -1.5676 0.030317 0.242477 2 -1.5046 0.16151 0.575607 2 -1.1737
NONTARGET00636~NONTARGET00449 NegativeControls NONTARGET-NONTARGET 1 0.00095153 0.073674 1 0.74402 0.0051756 0.239146 1 0.583 0.014697 0.380334 1 0.46343
NONTARGET00636~PSMB2 PositiveControls ESSENTIAL-NONTARGET 2 0.57334 1.0 1 -0.62937 0.079742 0.393481 2 -1.4297 0.028309 0.228278 2 -1.4362
NONTARGET00638~NONTARGET00259 NegativeControls NONTARGET-NONTARGET 1 0.045771 0.780694 0 0.36361 0.020512 0.444059 1 0.52065 0.085237 0.977206 0 0.26361
NONTARGET00638~RPL12 PositiveControls ESSENTIAL-NONTARGET 2 0.03375 0.247336 2 -1.3933 0.19287 0.641052 2 -1.1282 0.055861 0.327276 2 -1.4784
NONTARGET00652~NONTARGET00890 NegativeControls NONTARGET-NONTARGET 1 0.1751 1.0 0 0.054239 0.74721 1.0 0 -0.087163 0.76809 1.0 0 -0.027081
NONTARGET00652~SF3A1 PositiveControls ESSENTIAL-NONTARGET 2 0.026437 0.219412 2 -1.6311 0.21666 0.69736 2 -0.85307 0.037127 0.264794 2 -1.5268
NONTARGET00655~ETF1 PositiveControls ESSENTIAL-NONTARGET 2 0.04042 0.271179 2 -1.5115 0.090567 0.420854 2 -1.5133 0.1558 0.564647 2 -1.0754
NONTARGET00655~NONTARGET00751 NegativeControls NONTARGET-NONTARGET 1 0.031467 0.622966 1 0.43398 0.0047613 0.22786 1 0.77031 0.022711 0.459702 1 0.53385
NONTARGET00656~NONTARGET00189 NegativeControls NONTARGET-NONTARGET 1 0.13717 1.0 0 0.10978 0.056979 0.851272 0 0.31095 0.019902 0.438889 1 0.5268
NONTARGET00656~OPA1 PositiveControls ESSENTIAL-NONTARGET 2 0.94137 1.0 0 -0.05818 0.70695 1.0 1 -0.22623 0.83872 1.0 0 -0.26404
NONTARGET00663~NONTARGET00322 NegativeControls NONTARGET-NONTARGET 1 0.6006 1.0 0 -0.30741 0.39457 1.0 1 -0.66391 0.36462 0.981743 1 -0.70896
NONTARGET00663~PSMA3 PositiveControls ESSENTIAL-NONTARGET 2 0.14473 0.538751 2 -1.0877 0.22647 0.721993 1 -0.9987 0.071259 0.371877 2 -1.3178
NONTARGET00664~NONTARGET00929 NegativeControls NONTARGET-NONTARGET 1 0.042986 0.756698 1 0.32334 0.79043 1.0 0 -0.02439 0.047733 0.720423 1 0.34038
NONTARGET00664~PSMC1 PositiveControls ESSENTIAL-NONTARGET 2 0.17984 0.610487 2 -1.0096 0.10558 0.45559 2 -1.0104 0.20821 0.684463 2 -0.93218
NONTARGET00667~NONTARGET00083 NegativeControls NONTARGET-NONTARGET 1 0.023305 0.50731 1 0.48616 0.0089692 0.31386 1 0.66489 0.067107 0.881471 0 0.32279
NONTARGET00667~SF3B4 PositiveControls ESSENTIAL-NONTARGET 2 0.26177 0.800322 2 -0.99332 0.21283 0.688442 1 -0.92842 0.0022511 0.059058 2 -2.0731
NONTARGET00678~HNRNPK PositiveControls ESSENTIAL-NONTARGET 2 0.29952 0.8766 2 -0.96205 0.0087467 0.128831 1 -1.4728 0.19993 0.663819 2 -1.1697
NONTARGET00678~NONTARGET00868 NegativeControls NONTARGET-NONTARGET 1 0.010283 0.340029 1 0.52454 0.012092 0.354887 1 0.52537 0.0090971 0.290725 1 0.59271
NONTARGET00683~HEATR1 PositiveControls ESSENTIAL-NONTARGET 2 0.081268 0.394173 2 -1.2643 0.1337 0.518405 2 -1.2136 0.067859 0.362729 2 -1.4243
NONTARGET00683~NONTARGET00635 NegativeControls NONTARGET-NONTARGET 1 0.40478 1.0 1 -0.68921 0.61035 1.0 0 -0.32398 0.77681 1.0 0 -0.0083568
NONTARGET00687~EIF3D PositiveControls ESSENTIAL-NONTARGET 2 0.030963 0.237801 2 -1.5718 0.17049 0.587215 2 -0.98146 0.024781 0.212137 2 -1.4958
NONTARGET00687~NONTARGET00869 NegativeControls NONTARGET-NONTARGET 1 0.13809 1.0 0 0.11426 0.1665 1.0 0 0.059204 0.042114 0.663477 1 0.41713
NONTARGET00712~NONTARGET00376 NegativeControls NONTARGET-NONTARGET 1 0.03873 0.711368 1 0.4045 0.038877 0.690617 1 0.41658 0.054244 0.784497 0 0.37785
NONTARGET00712~SF3B3 PositiveControls ESSENTIAL-NONTARGET 2 0.60876 1.0 1 -0.58291 0.42525 1.0 1 -0.52481 0.42372 1.0 1 -0.62277
NONTARGET00713~COX10 PositiveControls ESSENTIAL-NONTARGET 2 0.33064 1.0 0 0.029586 0.795 1.0 0 -0.3655 0.82529 1.0 0 -0.25469
NONTARGET00713~NONTARGET00061 NegativeControls NONTARGET-NONTARGET 1 0.60291 1.0 0 -0.32017 0.16318 1.0 0 0.071834 0.13342 1.0 0 0.16231
NONTARGET00731~NONTARGET00501 NegativeControls NONTARGET-NONTARGET 1 0.061823 0.898893 0 0.30765 0.67619 1.0 0 -0.20902 0.1571 1.0 0 0.10416
NONTARGET00731~PHB PositiveControls ESSENTIAL-NONTARGET 2 0.13881 0.526137 2 -0.99182 0.42761 1.0 1 -0.72868 0.14503 0.544956 2 -1.2667
NONTARGET00733~NONTARGET00450 NegativeControls NONTARGET-NONTARGET 1 0.61767 1.0 0 -0.29605 0.62788 1.0 0 -0.29175 0.65837 1.0 0 -0.22259
NONTARGET00733~RPLP0 PositiveControls ESSENTIAL-NONTARGET 2 0.11741 0.479588 2 -1.2409 0.41672 1.0 1 -0.8177 0.097513 0.444017 2 -1.4083
NONTARGET00740~NONTARGET00917 NegativeControls NONTARGET-NONTARGET 1 0.75401 1.0 0 -0.078477 0.72128 1.0 0 -0.13425 0.64615 1.0 0 -0.22589
NONTARGET00740~PSMD12 PositiveControls ESSENTIAL-NONTARGET 2 0.50875 1.0 1 -0.55835 0.47511 1.0 1 -0.68515 0.46336 1.0 1 -0.31639
NONTARGET00741~LSM4 PositiveControls ESSENTIAL-NONTARGET 2 0.093963 0.426428 2 -1.2614 0.19197 0.638561 2 -0.914 0.097222 0.442905 2 -1.1262
NONTARGET00741~NONTARGET00246 NegativeControls NONTARGET-NONTARGET 1 0.039355 0.717997 1 0.38708 0.12373 1.0 0 0.14532 0.06458 0.86353 0 0.3255
NONTARGET00749~NONTARGET00785 NegativeControls NONTARGET-NONTARGET 1 0.17126 1.0 0 0.056871 0.046485 0.760645 0 0.38705 0.13163 1.0 0 0.16126
NONTARGET00749~RPA2 PositiveControls ESSENTIAL-NONTARGET 2 0.11394 0.471563 2 -1.1279 0.0556 0.325547 2 -1.3823 0.0052936 0.098937 2 -1.7958
NONTARGET00751~NONTARGET00655 NegativeControls NONTARGET-NONTARGET 1 0.77304 1.0 0 -0.012532 0.69939 1.0 0 -0.15651 0.062316 0.84952 0 0.41371
NONTARGET00751~PSMD1 PositiveControls ESSENTIAL-NONTARGET 2 0.16301 0.574539 2 -1.0918 0.27833 0.830024 2 -0.92972 0.02391 0.208185 2 -1.3944
NONTARGET00757~HAUS7 PositiveControls ESSENTIAL-NONTARGET 2 0.28465 0.849635 1 -0.98959 0.15856 0.565808 2 -1.0952 0.31143 0.895504 2 -0.8646
NONTARGET00757~NONTARGET00347 NegativeControls NONTARGET-NONTARGET 1 0.012647 0.376974 1 0.5354 0.0067501 0.269537 1 0.65411 0.0027407 0.143022 1 0.80869
NONTARGET00761~HNRNPL PositiveControls ESSENTIAL-NONTARGET 2 0.27008 0.817827 2 -0.94261 0.28435 0.841002 2 -0.74907 0.10742 0.468396 2 -1.1282
NONTARGET00761~NONTARGET00036 NegativeControls NONTARGET-NONTARGET 1 0.64047 1.0 0 -0.24876 0.69264 1.0 0 -0.18053 0.13936 1.0 0 0.13591
NONTARGET00771~NONTARGET00866 NegativeControls NONTARGET-NONTARGET 1 0.037766 0.700661 1 0.46999 0.1956 1.0 0 0.011178 0.13798 1.0 0 0.16789
NONTARGET00771~RUVBL2 PositiveControls ESSENTIAL-NONTARGET 2 0.025068 0.212966 2 -1.4056 0.061418 0.342355 2 -1.1116 0.0093497 0.132758 2 -1.4991
NONTARGET00773~NONTARGET00633 NegativeControls NONTARGET-NONTARGET 1 0.021337 0.475334 1 0.48425 0.026336 0.530824 1 0.46557 0.12552 1.0 0 0.16205
NONTARGET00773~PSMD2 PositiveControls ESSENTIAL-NONTARGET 2 0.14116 0.531022 2 -0.95631 0.21 0.681551 2 -0.88712 0.38086 1.0 2 -0.48816
NONTARGET00780~NONTARGET00068 NegativeControls NONTARGET-NONTARGET 1 0.60208 1.0 0 -0.32207 0.7176 1.0 0 -0.14262 0.46545 1.0 1 -0.56622
NONTARGET00780~RPSA PositiveControls ESSENTIAL-NONTARGET 2 0.14522 0.538751 2 -1.0976 0.048001 0.303245 2 -1.3273 0.018384 0.182757 2 -1.6879
NONTARGET00781~IARS2 PositiveControls ESSENTIAL-NONTARGET 2 0.83449 1.0 0 -0.19205 0.20836 1.0 0 0.03662 0.92576 1.0 0 -0.062734
NONTARGET00781~NONTARGET00266 NegativeControls NONTARGET-NONTARGET 1 0.0267 0.558846 1 0.53909 0.1881 1.0 0 0.026482 0.070163 0.900533 0 0.36562
NONTARGET00785~NONTARGET00749 NegativeControls NONTARGET-NONTARGET 1 0.033543 0.649935 1 0.48597 0.78474 1.0 0 -0.0091425 0.033693 0.560487 1 0.5327
NONTARGET00785~SF3B2 PositiveControls ESSENTIAL-NONTARGET 2 0.17668 0.60148 2 -1.1065 0.14021 0.530503 2 -0.94712 0.18748 0.632015 2 -0.96123
NONTARGET00787~NONTARGET00277 NegativeControls NONTARGET-NONTARGET 1 0.17894 1.0 0 0.047479 0.03724 0.675535 1 0.47681 0.030754 0.525823 1 0.55169
NONTARGET00787~TSEN2 PositiveControls ESSENTIAL-NONTARGET 2 0.76008 1.0 0 -0.084276 0.84989 1.0 0 -0.16673 0.63159 1.0 1 -0.32352
NONTARGET00793~NONTARGET00067 NegativeControls NONTARGET-NONTARGET 1 0.025574 0.54184 1 0.51351 0.17229 1.0 0 0.054976 0.029641 0.512322 1 0.53537
NONTARGET00793~TUBGCP2 PositiveControls ESSENTIAL-NONTARGET 2 0.083446 0.400056 2 -1.1853 0.33447 0.931787 1 -0.94509 0.022277 0.200996 2 -1.4811
NONTARGET00794~NONTARGET00595 NegativeControls NONTARGET-NONTARGET 1 0.077004 0.978451 0 0.27891 0.048276 0.77727 0 0.39266 0.011313 0.328262 1 0.69945
NONTARGET00794~NUDT21 PositiveControls ESSENTIAL-NONTARGET 2 0.029631 0.232931 2 -1.3354 0.20971 0.680938 2 -0.96861 0.36038 0.975562 2 -0.7447
NONTARGET00798~DDX18 PositiveControls ESSENTIAL-NONTARGET 2 0.067441 0.358882 2 -1.2525 0.035547 0.262225 2 -1.1991 0.15216 0.557576 2 -1.1326
NONTARGET00798~NONTARGET00303 NegativeControls NONTARGET-NONTARGET 1 0.057588 0.875803 0 0.40125 0.11783 1.0 0 0.20394 0.11832 1.0 0 0.23427
NONTARGET00804~NONTARGET00329 NegativeControls NONTARGET-NONTARGET 1 0.035673 0.67897 1 0.38487 0.13572 1.0 0 0.11335 0.63324 1.0 0 -0.24498
NONTARGET00804~POLR2I PositiveControls ESSENTIAL-NONTARGET 2 0.046411 0.291953 2 -1.4874 0.029467 0.238701 2 -1.5831 0.033466 0.249484 2 -1.644
NONTARGET00821~EIF3C PositiveControls ESSENTIAL-NONTARGET 2 0.22373 0.714997 2 -0.85103 0.006668 0.112742 2 -1.7641 0.17522 0.600153 2 -1.1518
NONTARGET00821~NONTARGET00047 NegativeControls NONTARGET-NONTARGET 1 0.095724 1.0 0 0.22138 0.17429 1.0 0 0.049475 0.67076 1.0 0 -0.20202
NONTARGET00825~MED14 PositiveControls ESSENTIAL-NONTARGET 2 0.042387 0.278106 2 -1.5476 0.11092 0.467437 2 -1.2875 0.20333 0.672965 2 -1.0825
NONTARGET00825~NONTARGET00549 NegativeControls NONTARGET-NONTARGET 1 0.018275 0.441268 1 0.47972 0.00903 0.31386 1 0.60619 0.016117 0.397212 1 0.5428
NONTARGET00833~NONTARGET00311 NegativeControls NONTARGET-NONTARGET 1 0.053991 0.856968 0 0.34303 0.023029 0.4799 1 0.51805 0.012929 0.355856 1 0.64894
NONTARGET00833~RBM14 PositiveControls ESSENTIAL-NONTARGET 2 0.039464 0.268937 2 -1.3247 0.0072424 0.117701 2 -1.6313 0.0027361 0.065797 2 -1.7367
NONTARGET00837~NONTARGET00590 NegativeControls NONTARGET-NONTARGET 1 0.20247 1.0 0 0.0013772 0.7399 1.0 0 -0.10779 0.062746 0.853051 0 0.33757
NONTARGET00837~PRPF38A PositiveControls ESSENTIAL-NONTARGET 2 0.032601 0.243628 2 -1.3468 0.0085107 0.127464 2 -1.8117 0.027502 0.224529 2 -1.6792
NONTARGET00845~NONTARGET00204 NegativeControls NONTARGET-NONTARGET 1 0.11346 1.0 0 0.14539 0.082948 0.994094 0 0.21636 0.093639 1.0 0 0.21395
NONTARGET00845~RPP38 PositiveControls ESSENTIAL-NONTARGET 2 0.035377 0.253223 2 -1.444 0.076307 0.384503 2 -1.1785 0.098449 0.446574 2 -1.0454
NONTARGET00859~NONTARGET00582 NegativeControls NONTARGET-NONTARGET 1 0.019332 0.451253 1 0.5658 0.054939 0.833991 0 0.37027 0.0056179 0.220455 1 0.83108
NONTARGET00859~RUVBL1 PositiveControls ESSENTIAL-NONTARGET 2 0.02057 0.190918 2 -1.4942 0.064339 0.350457 2 -1.3047 0.28499 0.846543 2 -0.73438
NONTARGET00860~HNRNPC PositiveControls ESSENTIAL-NONTARGET 2 0.22812 0.72609 2 -1.1635 0.10717 0.45914 2 -1.1627 0.26619 0.810319 2 -0.95738
NONTARGET00860~NONTARGET00021 NegativeControls NONTARGET-NONTARGET 1 0.66334 1.0 0 -0.22366 0.078552 0.976621 0 0.28453 0.098773 1.0 0 0.25473
NONTARGET00866~HSPA9 PositiveControls ESSENTIAL-NONTARGET 2 0.16314 0.574894 2 -1.0369 0.065426 0.353725 2 -1.1705 0.18884 0.635249 2 -1.2255
NONTARGET00866~NONTARGET00771 NegativeControls NONTARGET-NONTARGET 1 0.12923 1.0 0 0.10217 0.16081 1.0 0 0.054698 0.12387 1.0 0 0.13221
NONTARGET00868~NONTARGET00678 NegativeControls NONTARGET-NONTARGET 1 0.54256 1.0 0 -0.33035 0.78249 1.0 0 -0.038107 0.73081 1.0 0 -0.09354
NONTARGET00868~RPL7A PositiveControls ESSENTIAL-NONTARGET 2 0.060271 0.3374 2 -0.99545 0.10826 0.462126 2 -0.84537 0.11672 0.48715 2 -1.1602
NONTARGET00869~NONTARGET00687 NegativeControls NONTARGET-NONTARGET 1 0.05644 0.86905 0 0.28408 0.0092697 0.318699 1 0.58631 0.030136 0.518055 1 0.43095
NONTARGET00869~SRFBP1 PositiveControls ESSENTIAL-NONTARGET 2 0.49794 1.0 1 -0.71408 0.30429 0.878555 2 -0.689 0.25717 0.790701 2 -0.85718
NONTARGET00872~BRIX1 PositiveControls ESSENTIAL-NONTARGET 2 0.036141 0.256443 2 -1.1819 0.61897 1.0 1 -0.5223 0.26159 0.801167 2 -0.89548
NONTARGET00872~NONTARGET00014 NegativeControls NONTARGET-NONTARGET 1 0.11819 1.0 0 0.1449 0.068871 0.92509 0 0.26799 0.01803 0.419317 1 0.5381
NONTARGET00873~NONTARGET00321 NegativeControls NONTARGET-NONTARGET 1 0.078688 0.988639 0 0.25401 0.046205 0.760645 0 0.37325 0.112 1.0 0 0.19869
NONTARGET00873~RPL30 PositiveControls ESSENTIAL-NONTARGET 2 0.0747 0.377105 2 -1.4865 0.066965 0.358355 2 -1.4757 0.055227 0.325326 2 -1.3832
NONTARGET00874~NONTARGET00906 NegativeControls NONTARGET-NONTARGET 1 0.0072185 0.282666 1 0.61667 0.0067402 0.269537 1 0.6543 0.075573 0.930466 0 0.26867
NONTARGET00874~RPL13A PositiveControls ESSENTIAL-NONTARGET 2 0.013878 0.15623 2 -1.5837 0.026425 0.227613 2 -1.3593 0.032895 0.247531 2 -1.361
NONTARGET00880~NONTARGET00519 NegativeControls NONTARGET-NONTARGET 1 0.060037 0.889622 0 0.33724 0.024564 0.504166 1 0.53189 0.025622 0.479147 1 0.55698
NONTARGET00880~TIMM10 PositiveControls ESSENTIAL-NONTARGET 2 0.14798 0.544328 2 -0.89127 0.24435 0.761211 2 -0.83126 0.13867 0.533584 2 -0.97628
NONTARGET00882~COPA PositiveControls ESSENTIAL-NONTARGET 2 0.0099678 0.131166 2 -1.6087 0.042535 0.286254 2 -1.522 0.010086 0.136432 2 -1.5954
NONTARGET00882~NONTARGET00164 NegativeControls NONTARGET-NONTARGET 1 0.39619 1.0 1 -0.71612 0.28073 0.834293 1 -0.98035 0.46044 1.0 1 -0.59213
NONTARGET00883~CHMP2A PositiveControls ESSENTIAL-NONTARGET 2 0.35403 0.965248 1 -0.83944 0.052081 0.315928 1 -1.2442 0.12016 0.49369 2 -1.3963
NONTARGET00883~NONTARGET00438 NegativeControls NONTARGET-NONTARGET 1 0.19938 1.0 0 0.0070231 0.055777 0.842491 0 0.3569 0.06157 0.843798 0 0.36409
NONTARGET00885~NONTARGET00539 NegativeControls NONTARGET-NONTARGET 1 0.11614 1.0 0 0.19597 0.0076671 0.290819 1 0.80956 0.20498 1.0 0 0.018541
NONTARGET00885~PSMC3 PositiveControls ESSENTIAL-NONTARGET 2 0.21353 0.692827 2 -1.1857 0.015629 0.171381 2 -1.5941 0.10981 0.472665 2 -1.3989
NONTARGET00890~EIF2B3 PositiveControls ESSENTIAL-NONTARGET 2 0.091122 0.419352 2 -1.1279 0.047456 0.301218 2 -1.4605 0.032465 0.246285 2 -1.4075
NONTARGET00890~NONTARGET00652 NegativeControls NONTARGET-NONTARGET 1 0.029495 0.598282 1 0.54784 0.15369 1.0 0 0.10787 0.50795 1.0 0 -0.49632
NONTARGET00899~NONTARGET00370 NegativeControls NONTARGET-NONTARGET 1 0.055479 0.861052 0 0.34288 0.014026 0.376803 1 0.61442 0.086337 0.981188 0 0.27573
NONTARGET00899~RPS11 PositiveControls ESSENTIAL-NONTARGET 2 0.034796 0.251521 2 -1.3677 0.026133 0.226459 2 -1.5197 0.052992 0.3172 2 -1.4674
NONTARGET00901~EEF2 PositiveControls ESSENTIAL-NONTARGET 2 0.015504 0.165503 2 -1.4415 0.0068198 0.113645 2 -1.7754 0.0052551 0.098615 2 -1.94
NONTARGET00901~NONTARGET00930 NegativeControls NONTARGET-NONTARGET 1 0.7403 1.0 0 -0.083716 0.061252 0.880296 0 0.24007 0.19895 1.0 0 0.019209
NONTARGET00903~NONTARGET00497 NegativeControls NONTARGET-NONTARGET 1 0.042567 0.756234 1 0.44677 0.020047 0.44325 1 0.61528 0.033332 0.555447 1 0.5484
NONTARGET00903~PSMA2 PositiveControls ESSENTIAL-NONTARGET 2 0.17865 0.60694 2 -1.2073 0.13133 0.512904 2 -1.2161 0.13822 0.533055 2 -1.3398
NONTARGET00906~FTSJ3 PositiveControls ESSENTIAL-NONTARGET 2 0.057912 0.331017 2 -1.3576 0.035226 0.261479 2 -1.558 0.13149 0.517988 2 -1.3059
NONTARGET00906~NONTARGET00874 NegativeControls NONTARGET-NONTARGET 1 0.60985 1.0 0 -0.30628 0.78494 1.0 0 -0.024848 0.20278 1.0 0 0.020179
NONTARGET00908~NONTARGET00317 NegativeControls NONTARGET-NONTARGET 1 0.65429 1.0 0 -0.19963 0.64068 1.0 0 -0.23478 0.71714 1.0 0 -0.07083
NONTARGET00908~PCBP2 PositiveControls ESSENTIAL-NONTARGET 2 0.0054469 0.09562 2 -1.6867 0.014614 0.164483 2 -1.3768 0.04571 0.295143 2 -1.2292
NONTARGET00917~COPB2 PositiveControls ESSENTIAL-NONTARGET 2 0.038918 0.267125 2 -1.4446 0.086505 0.411711 2 -0.97707 0.016361 0.173375 2 -1.3607
NONTARGET00917~NONTARGET00740 NegativeControls NONTARGET-NONTARGET 1 0.75593 1.0 0 -0.072697 0.18113 1.0 0 0.036857 0.31051 0.894214 1 -0.87117
NONTARGET00922~LSM6 PositiveControls ESSENTIAL-NONTARGET 2 0.066606 0.356832 2 -1.3412 0.36664 0.982476 1 -0.86314 0.14868 0.551279 2 -0.98576
NONTARGET00922~NONTARGET00407 NegativeControls NONTARGET-NONTARGET 1 0.060703 0.894978 0 0.37932 0.77998 1.0 0 -0.00092331 0.066985 0.881123 0 0.39654
NONTARGET00929~ACTL6A PositiveControls ESSENTIAL-NONTARGET 2 0.63223 1.0 1 -0.5741 0.20885 0.679635 2 -1.1497 0.28046 0.838142 2 -0.9656
NONTARGET00929~NONTARGET00664 NegativeControls NONTARGET-NONTARGET 1 0.072612 0.960441 0 0.29026 0.060908 0.880296 0 0.33873 0.11586 1.0 0 0.20377
NONTARGET00930~NONTARGET00901 NegativeControls NONTARGET-NONTARGET 1 0.14837 0.545287 1 -0.28261 0.091108 0.422016 1 -0.49726 0.22793 0.729477 1 -0.10934
NONTARGET00930~RPL23A PositiveControls ESSENTIAL-NONTARGET 2 0.024564 0.211375 2 -1.4514 0.069719 0.36472 2 -1.3521 0.16037 0.573634 2 -1.1146
NONTARGET00934~NONTARGET00294 NegativeControls NONTARGET-NONTARGET 1 0.025617 0.54214 1 0.56565 0.11573 1.0 0 0.20293 0.11529 1.0 0 0.23457
NONTARGET00934~RBM17 PositiveControls ESSENTIAL-NONTARGET 2 0.20061 0.664185 2 -0.98646 0.22863 0.726636 2 -1.0386 0.1747 0.599333 2 -0.99159
NONTARGET00946~NONTARGET00183 NegativeControls NONTARGET-NONTARGET 1 0.11522 1.0 0 0.17291 0.61389 1.0 0 -0.31344 0.58448 1.0 0 -0.34701
NONTARGET00946~PRPF18 PositiveControls ESSENTIAL-NONTARGET 2 0.21229 0.690261 2 -0.98648 0.44164 1.0 1 -0.54945 0.184 0.623263 2 -0.90413
NONTARGET00954~NONTARGET00975 NegativeControls NONTARGET-NONTARGET 1 0.088128 1.0 0 0.23479 0.71337 1.0 0 -0.15054 0.019599 0.435695 1 0.57618
NONTARGET00954~RPL19 PositiveControls ESSENTIAL-NONTARGET 2 0.17308 0.594621 2 -1.0686 0.19825 0.654876 2 -1.1206 0.33558 0.937082 2 -0.94558
NONTARGET00957~NONTARGET00208 NegativeControls NONTARGET-NONTARGET 1 0.016346 0.419705 1 0.49673 0.11874 1.0 0 0.14354 0.058172 0.817709 0 0.32243
NONTARGET00957~NUP133 PositiveControls ESSENTIAL-NONTARGET 2 0.37849 1.0 2 -0.76774 0.069427 0.363784 2 -1.1712 0.068291 0.363866 2 -1.2068
NONTARGET00962~NONTARGET00006 NegativeControls NONTARGET-NONTARGET 1 0.059767 0.889622 0 0.28445 0.11893 1.0 0 0.14428 0.18155 1.0 0 0.051567
NONTARGET00962~UBA1 PositiveControls ESSENTIAL-NONTARGET 2 0.0027979 0.064047 2 -1.7589 0.012866 0.155596 2 -1.4756 0.11462 0.482081 2 -1.0165
NONTARGET00975~NONTARGET00954 NegativeControls NONTARGET-NONTARGET 1 0.0095457 0.325508 1 0.64812 0.029052 0.569888 1 0.48099 0.0080335 0.273541 1 0.73662
NONTARGET00975~SON PositiveControls ESSENTIAL-NONTARGET 2 0.7143 1.0 1 -0.43142 0.1705 0.587215 2 -0.81427 0.52726 1.0 1 -0.58146
NONTARGET00978~NONTARGET00574 NegativeControls NONTARGET-NONTARGET 1 0.014884 0.405099 1 0.72004 0.068634 0.924514 0 0.37955 0.06551 0.869524 0 0.43121
NONTARGET00978~RPS25 PositiveControls ESSENTIAL-NONTARGET 2 0.57318 1.0 1 -0.54148 0.089576 0.419821 2 -1.1354 0.27553 0.828883 2 -0.79632
NONTARGET00986~NONTARGET00054 NegativeControls NONTARGET-NONTARGET 1 0.74015 1.0 0 -0.092202 0.37941 1.0 1 -0.75909 0.61098 1.0 0 -0.30488
NONTARGET00986~PSMD13 PositiveControls ESSENTIAL-NONTARGET 2 0.21851 0.703976 2 -0.75314 0.15154 0.553384 2 -0.81824 0.039146 0.271525 2 -1.2335
NONTARGET00992~NONTARGET00445 NegativeControls NONTARGET-NONTARGET 1 0.045661 0.780694 0 0.37463 0.022692 0.475482 1 0.51762 0.042844 0.67179 1 0.42647
